1725572982337	-16.5296626	-68.0689628	94	1	12	1
1725572982350	-16.5296513	-68.0689748	94	1	12	1
1725572985316	-16.5296553	-68.0689717	94	1	12	0
1725572990389	-16.5296584	-68.0689624	94	1	12	0
1725572995349	-16.5296538	-68.0689726	94	1	12	0
1725638445572	-16.5296546	-68.0689665	93	1	12	0
1725638450584	-16.5296624	-68.0689653	93	1	13	0
1725638455588	-16.5296647	-68.06896	93	1	13	0
1725638460613	-16.529664	-68.0689673	93	1	13	0
1725638465627	-16.5296621	-68.0689639	93	1	13	0
1725638470658	-16.5296549	-68.0689706	93	1	13	0
1725638475672	-16.5296603	-68.0689597	93	1	13	0
1725638480670	-16.5296646	-68.0689576	93	1	12	0
1725638485705	-16.529661	-68.0689614	93	1	12	0
1725638490730	-16.5296616	-68.0689578	93	1	12	0
1725638495742	-16.5296598	-68.0689566	93	1	13	0
1725638500762	-16.5296608	-68.0689628	93	1	13	0
1725638505793	-16.5296579	-68.068964	93	1	13	1
1725638510802	-16.5296586	-68.0689663	92	1	12	1
1725638515824	-16.5296529	-68.0689753	92	1	13	1
1725638520863	-16.529656	-68.0689715	92	1	12	1
1725638526309	-16.5296597	-68.0689633	92	1	13	1
1725638530892	-16.5296556	-68.0689608	92	1	13	1
1725638535904	-16.5296644	-68.068959	92	1	12	1
1725638540927	-16.5296607	-68.0689531	92	1	12	1
1725638545925	-16.5296619	-68.0689592	92	1	13	1
1725638550965	-16.5296562	-68.0689673	92	1	13	1
1725638555985	-16.5296594	-68.0689541	92	1	13	1
1725638557869	-16.5296594	-68.0689541	92	1	13	0
1725638561013	-16.5296626	-68.0689602	92	1	13	0
1725638566025	-16.5296568	-68.0689604	92	1	13	0
1725638571077	-16.5296541	-68.0689706	92	1	12	0
1725638576069	-16.5296585	-68.0689645	92	1	12	0
1725638581080	-16.5296624	-68.0689534	92	1	12	0
1725638586103	-16.52966	-68.0689591	92	1	13	0
1725638587087	-16.52966	-68.0689591	92	1	13	0
1725638591120	-16.5296643	-68.0689513	92	1	13	0
1725638596132	-16.5296616	-68.0689575	92	1	13	0
1725638601139	-16.529656	-68.0689682	92	1	13	0
1725638606180	-16.5296571	-68.068962	92	1	13	0
1725638611223	-16.5296578	-68.0689666	92	1	12	0
1725638616235	-16.5296561	-68.0689697	92	1	12	0
1725638621277	-16.5296524	-68.0689743	92	1	12	0
1725638626299	-16.5296517	-68.068976	92	1	12	0
1725638631322	-16.5296567	-68.0689695	92	1	13	0
1725638636359	-16.5296536	-68.0689738	92	1	12	0
1725638641376	-16.5296564	-68.0689828	92	1	12	0
1725638646408	-16.5296561	-68.0689679	92	1	12	0
1725638651414	-16.5296554	-68.0689669	92	1	13	1
1725638656441	-16.529658	-68.0689665	92	1	12	1
1725638661486	-16.5296587	-68.0689689	92	1	12	1
1725638666475	-16.5296566	-68.0689746	92	1	12	1
1725638671513	-16.5296564	-68.0689663	92	1	13	1
1725638676557	-16.5296535	-68.0689643	92	1	13	1
1725638681558	-16.5296567	-68.0689654	92	1	13	1
1725638686592	-16.5296587	-68.0689683	92	1	13	1
