1719767812806	-16.5318569	-68.0697726	100	1	10
1719767815803	-16.531857	-68.0697725	100	1	10
1719767818797	-16.531857	-68.0697725	100	1	10
1719767821798	-16.531857	-68.0697726	100	1	10
1719767824794	-16.531857	-68.0697726	100	1	10
1719767827794	-16.531857	-68.0697726	100	1	10
1719767830795	-16.531857	-68.0697726	100	1	10
1719767833797	-16.531857	-68.0697726	100	1	10
1719767836789	-16.531857	-68.0697726	100	1	10
1719767839800	-16.531857	-68.0697726	100	1	10
1719767842796	-16.531857	-68.0697726	100	1	10
1719767845795	-16.5318571	-68.0697726	100	1	10
1719767848793	-16.5318571	-68.0697726	100	1	10
1719767851792	-16.5318571	-68.0697726	100	1	10
1719767854798	-16.5318571	-68.0697726	100	1	11
1719767857797	-16.5318571	-68.0697726	100	1	11
1719767860800	-16.5318571	-68.0697726	100	1	11
1719767863795	-16.5318571	-68.0697726	100	1	11
1719767866790	-16.5318571	-68.0697726	100	1	11
1719767869797	-16.5318571	-68.0697726	100	1	10
1719767872790	-16.5318571	-68.0697726	100	1	10
1719767875792	-16.5318571	-68.0697726	100	1	10
1719767878798	-16.5318571	-68.0697726	100	1	10
1719767881796	-16.5318571	-68.0697726	100	1	10
1719767884795	-16.5318571	-68.0697726	100	1	10
1719767887799	-16.5318571	-68.0697726	100	1	11
1719767890795	-16.5318571	-68.0697725	100	1	11
1719767893794	-16.5318571	-68.0697725	100	1	11
1719767896787	-16.5318571	-68.0697725	100	1	11
1719767899792	-16.5318571	-68.0697725	100	1	11
1719767902792	-16.5318571	-68.0697725	100	1	11
1719767905795	-16.5318572	-68.0697724	100	1	11
1719767908792	-16.5318572	-68.0697724	100	1	11
1719767911794	-16.5318572	-68.0697724	100	1	11
1719767914799	-16.5318572	-68.0697724	100	1	10
1719767917800	-16.5318572	-68.0697724	100	1	10
1719767920796	-16.5318573	-68.0697724	100	1	10
1719767923793	-16.5318573	-68.0697724	100	1	10
1719767926790	-16.5318573	-68.0697724	100	1	10
1719767929795	-16.5318573	-68.0697724	100	1	10
1719767932796	-16.5318573	-68.0697724	100	1	10
1719767935800	-16.5318573	-68.0697723	100	1	10
1719767938789	-16.5318573	-68.0697723	100	1	10
1719767941789	-16.5318573	-68.0697723	100	1	10
1719767944799	-16.5318573	-68.0697723	100	1	11
1719767947803	-16.5318573	-68.0697723	100	1	11
1719767950801	-16.5318573	-68.0697723	100	1	11
1719767953789	-16.5318573	-68.0697723	100	1	11
1719767956788	-16.5318573	-68.0697723	100	1	11
1719767959802	-16.5318573	-68.0697723	100	1	11
1719767962785	-16.5318573	-68.0697723	100	1	11
1719767965798	-16.5318573	-68.0697723	100	1	11
1719767968793	-16.5318573	-68.0697723	100	1	11
1719767971792	-16.5318573	-68.0697723	100	1	10
1719767974341	-16.5318573	-68.0697723	100	1	10
1719767975457	-16.5318573	-68.0697723	100	1	8
1719767977796	-16.5318573	-68.0697723	100	1	5
1719767980795	-16.5318573	-68.0697723	100	1	4
1719767983792	-16.5318573	-68.0697723	100	1	4
1719767986820	-16.5318573	-68.0697723	100	1	4
1719767989816	-16.5318573	-68.0697722	100	1	4
1719767992833	-16.5318573	-68.0697722	100	1	4
1719767995816	-16.5318573	-68.0697722	100	1	4
1719767998819	-16.5318573	-68.0697722	100	1	4
1719768001832	-16.5318573	-68.0697722	100	1	5
1719768004799	-16.5318573	-68.0697722	100	1	4
1719768007824	-16.5318573	-68.0697722	100	1	4
1719768010831	-16.5318573	-68.0697722	100	1	4
1719768013827	-16.5318573	-68.0697722	100	1	4
1719768016820	-16.5318573	-68.0697722	100	1	4
1719768019820	-16.5318573	-68.0697721	100	1	4
1719768022828	-16.5318573	-68.0697721	100	1	4
1719768025819	-16.5318573	-68.0697721	100	1	4
1719768028817	-16.5318573	-68.0697721	100	1	4
1719768031831	-16.5318573	-68.0697721	100	1	4
1719768034816	-16.5318574	-68.0697721	100	1	4
1719768037830	-16.5318574	-68.0697721	100	1	7
1719768040818	-16.5318574	-68.0697722	100	1	10
