1732304111277	-16.5296646	-68.0689624	84	1	12	1
1732304121299	-16.5296597	-68.0689631	84	1	12	1
1732304131299	-16.5296641	-68.0689626	84	1	13	1
1732304141316	-16.5296644	-68.0689633	84	1	12	1
1732304151334	-16.5296628	-68.0689662	84	1	12	1
1732304161335	-16.529665	-68.0689629	84	1	13	1
1732304171359	-16.5296656	-68.0689652	84	1	13	1
1732304181379	-16.5296624	-68.068969	84	1	12	1
1732304191395	-16.5296642	-68.0689681	84	1	12	1
1732304201411	-16.5296623	-68.0689657	84	1	12	1
1732304211427	-16.5296647	-68.0689619	84	1	13	1
1732304221435	-16.5296631	-68.06897	84	1	12	1
1732304231442	-16.5296636	-68.0689636	84	1	12	1
1732304241457	-16.5296638	-68.068965	84	1	13	1
1732305142790	-16.5296662	-68.0689638	86	1	12	1
1732305192867	-16.5296677	-68.0689603	86	1	12	1
1732305202883	-16.5296622	-68.0689605	86	1	13	1
1732305212903	-16.5296631	-68.0689637	86	1	13	1
1732305222909	-16.5296596	-68.0689624	86	1	12	1
1732305232917	-16.5296611	-68.0689634	86	1	12	1
1732305242933	-16.5296626	-68.0689651	86	1	12	1
1732305252943	-16.5296605	-68.0689608	86	1	12	1
1732305262953	-16.5296596	-68.0689596	86	1	12	1
1732305273000	-16.5296616	-68.0689604	86	1	12	1
1732305283012	-16.5296616	-68.0689633	86	1	12	1
1732305293016	-16.5296643	-68.0689633	86	1	12	1
1732305303040	-16.5296602	-68.0689612	86	1	12	1
1732305313043	-16.5296645	-68.0689648	86	1	12	1
1732305323053	-16.529663	-68.0689623	86	1	13	1
1732305333054	-16.5296581	-68.0689619	86	1	12	1
1732305343066	-16.5296587	-68.0689581	86	1	12	1
1732305353075	-16.5296636	-68.0689613	86	1	13	1
1732305363091	-16.5296665	-68.0689624	86	1	12	1
1732305373108	-16.5296607	-68.0689597	86	1	12	1
1732305383105	-16.5296582	-68.0689593	86	1	13	1
1732305393136	-16.5296616	-68.0689643	86	1	12	1
1732305403164	-16.52966	-68.0689593	86	1	13	1
1732305413174	-16.52966	-68.0689635	86	1	12	1
1732305423201	-16.5296602	-68.0689601	86	1	12	1
1732305433217	-16.5296603	-68.0689605	86	1	12	1
1732305443223	-16.5296605	-68.0689623	86	1	12	1
1732305453254	-16.5296626	-68.0689622	86	1	11	1
1732305463261	-16.5296597	-68.0689606	86	1	13	1
1732305473300	-16.5296617	-68.0689687	86	1	12	1
1732305483307	-16.5296622	-68.068961	86	1	13	1
1732305493324	-16.5296613	-68.068958	86	1	13	1
1732305503345	-16.5296597	-68.068961	86	1	13	1
1732305513343	-16.5296648	-68.0689622	86	1	13	1
1732306756855	-16.5296639	-68.0689621	89	1	13	0
1732306776897	-16.529662	-68.0689627	89	1	12	0
1732306796936	-16.5296612	-68.0689649	89	1	12	0
1732306816984	-16.529662	-68.0689627	89	1	12	0
1732306837081	-16.5296533	-68.0689686	89	1	11	0
1732306847030	-16.5296452	-68.0689761	89	1	12	0
1732306947210	-16.5296615	-68.0689702	89	1	12	1
1732306957196	-16.5296637	-68.0689647	89	1	13	1
1732306967210	-16.5296633	-68.0689731	89	1	14	1
1732306977231	-16.529661	-68.0689673	89	1	12	1
1732306987261	-16.5296633	-68.0689676	90	1	12	1
1732306997270	-16.5296631	-68.0689638	90	1	12	1
1732307007294	-16.5296568	-68.068965	90	1	12	1
1732307017301	-16.5296623	-68.0689643	90	1	12	1
1732307027310	-16.5296587	-68.0689681	90	1	12	1
1732307037327	-16.5296632	-68.0689684	90	1	12	1
1732307047342	-16.5296647	-68.0689635	90	1	12	1
1732307027310	-16.5296587	-68.0689681	90	1	12	1
1732307037327	-16.5296632	-68.0689684	90	1	12	1
1732307047342	-16.5296647	-68.0689635	90	1	12	1
1732307197585	-16.5296622	-68.0689673	90	1	12	1
1732307207573	-16.5296674	-68.0689666	90	1	12	1
1732307217610	-16.529659	-68.0689759	90	1	12	1
1732307227605	-16.5296616	-68.0689751	90	1	12	1
1732307237719	-16.5296628	-68.0689653	90	1	12	1
1732307247636	-16.5296619	-68.0689751	90	1	12	1
1732307257651	-16.5296629	-68.0689659	90	1	12	1
1732307267651	-16.5296639	-68.0689699	90	1	12	1
