-16.5303909	-16.5303909	-68.0707367	86	126	0
-16.5302207	-16.5302207	-68.0707347	86	30	0
-16.5303037	-16.5303037	-68.0710193	86	115	0
-16.5299893	-16.5299893	-68.0701113	86	21	0
-16.5299189	-16.5299189	-68.0697584	86	18	0
-16.5298444	-16.5298444	-68.0695442	86	16	0
-16.5297453	-16.5297453	-68.0694598	86	17	0
-16.5296128	-16.5296128	-68.0693598	86	24	0
-16.5294153	-16.5294153	-68.0691515	86	32	0
-16.5292795	-16.5292795	-68.068919	86	27	0
-16.5292864	-16.5292864	-68.0689219	86	27	0
-16.5292504	-16.5292504	-68.0688907	86	126	0
-16.5295951	-16.5295951	-68.0692501	86	117	0
-16.5294632	-16.5294632	-68.069111	86	17	0
-16.5294631	-16.5294631	-68.0691109	86	17	0
-16.529463	-16.529463	-68.0691108	86	119	0
-16.5294631	-16.5294631	-68.0691109	86	19	0
-16.5295054	-16.5295054	-68.0691984	86	18	0
-16.5295886	-16.5295886	-68.0694323	86	123	0
-16.529617	-16.529617	-68.0693929	86	16	0
-16.5296395	-16.5296395	-68.0693235	86	15	0
-16.5296532	-16.5296532	-68.069269	86	14	0
