-16.5296553	-16.5296553	-68.06926	86	15	0
-16.5297244	-16.5297244	-68.0702713	86	31	0
-16.5296784	-16.5296784	-68.0700894	86	27	0
-16.5296825	-16.5296825	-68.0694983	86	22	0
-16.5297755	-16.5297755	-68.0691133	86	18	0
-16.5300171	-16.5300171	-68.0687118	86	22	0
-16.5304093	-16.5304093	-68.0683396	86	26	0
-16.5306831	-16.5306831	-68.0679282	86	34	0
-16.5308575	-16.5308575	-68.0674599	86	38	0
-16.5308792	-16.5308792	-68.0668917	86	41	0
-16.530563	-16.530563	-68.0662261	86	48	0
-16.5302859	-16.5302859	-68.0657188	86	43	0
-16.5299516	-16.5299516	-68.0653561	86	45	0
-16.5296343	-16.5296343	-68.065223	86	39	0
-16.5294477	-16.5294477	-68.0653174	86	34	0
-16.5293236	-16.5293236	-68.0655634	86	34	0
-16.5293012	-16.5293012	-68.0655082	86	127	0
-16.5292575	-16.5292575	-68.0656481	86	133	0
-16.529271	-16.529271	-68.066294	86	132	0
-16.529279	-16.529279	-68.0662216	86	31	0
